source,target
抗暗含片·等级2,耐闇のトローチG2
抗暗含片·等级3,耐闇のトローチG3
避夜型蜥脊含片·等级1,避夜型リザード脊椎のトローチG1
避夜型蜥脊含片·等级2,避夜型リザード脊椎のトローチG2
避夜型蜥脊含片·等级3,避夜型リザード脊椎のトローチG3
辉芒星油·等级1,煌光スターオイルG1
使用后可以提高物理攻击。,使用すると物理攻撃力をアップする。
辉芒星油·等级2,煌光スターオイルG2
辉芒星油·等级3,煌光スターオイルG3
灵息星油·等级1,霊息スターオイルG1
使用后可以提高魔法攻击。,使用すると魔法攻撃力をアップする。
灵息星油·等级2,霊息スターオイルG2
灵息星油·等级3,霊息スターオイルG3
安神饴露·等级3,精神安定シロップG3
纳兹·战斗幻想仿形卡,ナツ・トライアルカード
使用后能在一段时间内体验战斗幻想技能：奥义！灭龙魔导士。<br><br>该体验效果在切换场景之后或角色下线时将会失效，但死亡时不会删除。<br>不可在游星岛、阿斯特里斯地区中使用。<br>再次使用此类道具需等待30分钟。,使用すると一定時間、バトルイマジンのスキル「奥義！滅竜魔導士」を体験できる<br><br>この効果はシーン切替やログアウトを行うと失効するが、死亡時は削除されない。<br>スターリー島、アステルリーズでは使用不可能。<br>このアイテムを再使用するには30分の間隔を空ける必要がある。
露西·战斗幻想仿形卡,ルーシィ・トライアルカード
使用后能在一段时间内体验战斗幻想技能：奥义！星灵魔导士。死亡时不会删除。<br><br>该体验效果在切换场景之后或角色下线时将会失效，但死亡时不会删除。<br>不可在游星岛、阿斯特里斯地区中使用。<br>再次使用此类道具需等待30分钟。,使用すると一定時間、バトルイマジンのスキル「奥義！星霊魔導士」を体験できる。<br><br>この効果はシーン切替やログアウトを行うと失効するが、死亡時は削除されない。<br>スターリー島、アステルリーズでは使用不可能。<br>このアイテムを再使用するには30分の間隔を空ける必要がある。
灭龙之力,滅竜の力
完成「游星嘉年华」“公会委托板”中的活动目标获得。手动使用后，可提升对恶疫之鳞造成的伤害，每次使用叠加1层，最高可叠加至99层。<br><br>仅在联动活动期间有效，活动结束后该道具不会保留。,「スターリーカーニバル」のギルド依頼掲示板にあるイベント目標達成で獲得。手動で使用すると、毒竜・プレイグへの与ダメージがアップする。使用するたび+1スタック、99スタックまで可。<br><br>効果はコラボ期間中のみ有効。イベント終了後は消失する。
奥尔维拉的守护,オルヴェラの守護
使用道具后，获得奥尔维拉的守护，60秒内攻击力增加20%。,アイテムを使用すると、オルヴェラの守護を受け、60秒間攻撃力+20%。
蒂娜的守护,ティナの守護
使用道具后，获得蒂娜的守护，60秒内减伤20%。,アイテムを使用すると、ティナの守護を受け、60秒間被ダメージ-20%。
超元气甜品,超元気スイーツ
食用后获得特殊效果，下次通关任意极限空间副本，可一次性领取3倍通关奖励。该效果不涉及助战奖励、灾厄之主战利品奖励与通关计数，且也受极限空间每周重铸石获取上限限制。,使用すると特殊効果を獲得。次に任意の極限空間ダンジョンをクリアした際、1回だけクリア報酬を3倍受け取れる。この効果はアシスト報酬、災厄の主戦利品報酬、クリアカウントには適用されない。また、極限空間における毎週の改鋳石獲得上限も制限される。
专注恢复剂,フォーカス回復剤
"使用后可以恢复<style=""accent-gn"">100</style>专注。预计会超出专注上限时无法使用。","使用するとフォーカスを<style=""accent-gn"">100</style>回復する。フォーカス上限を超えると予想される場合は使用できない。"
玩具·白色烟花,玩具・白い花火
"<style=""accent-gn"">使用道具后，在身前召唤一个白色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前に白い花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·蓝色烟花,玩具・青い花火
"<style=""accent-gn"">使用道具后，在身前召唤一个蓝色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前に青い花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·绿色烟花,玩具・緑の花火
"<style=""accent-gn"">使用道具后，在身前召唤一个绿色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前に緑の花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·粉色烟花,玩具・ピンクの花火
"<style=""accent-gn"">使用道具后，在身前召唤一个粉色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前にピンクの花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·紫色烟花,玩具・紫の花火
"<style=""accent-gn"">使用道具后，在身前召唤一个紫色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前に紫の花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·橙色烟花,玩具・オレンジの花火
"<style=""accent-gn"">使用道具后，在身前召唤一个橙色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前にオレンジの花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·黄色烟花,玩具・黄色の花火
"<style=""accent-gn"">使用道具后，在身前召唤一个黄色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前に黄色の花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·彩色烟花,玩具・虹色の花火
"<style=""accent-gn"">使用道具后，在身前召唤一个彩色烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前に虹色の花火を召喚する。</style><br>近づいてボタンをクリックすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·小伊烟花,玩具・イーの花火
"<style=""accent-gn"">使用道具后，在身前召唤一个小伊烟花。</style><br>靠近后点击按钮燃放烟花。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると目の前にイーの花火を召喚する。</style><br>近づいてボタンをタップすると花火が打ち上がる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·泡泡棒,玩具・シャボン玉
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为吹泡泡按钮。<br>点击按钮后开始吹泡泡，再次点击按钮停止。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>がシャボン玉発射ボタンに切り替わる。<br>ボタンをクリックするとシャボン玉が発射され、もう一度クリックすると停止する。<style=""accent-gn"">玩具終了</style>をクリックすると通常攻撃ボタンに戻る。"
玩具·水花魔法,玩具・水しぶき魔法
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为释放水花魔法。<br>释放后朝角色正前方释放水花魔法。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が水しぶき魔法の発動ボタンに切り替わる。<br>発動すると、キャラクター前方に水しぶき魔法を放つ。<style=""accent-gn"">玩具終了</style>をクリックすると通常攻撃ボタンに戻る。"
玩具·仙女棒,玩具・妖精ロッド
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为挥舞仙女棒按钮。<br>点击按钮后在原地挥舞仙女棒，再次点击按钮停止。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が妖精ロッドボタンに切り替わる。<br>ボタンをクリックすると、その場で妖精ロッドを振り、もう一度クリックすると停止する。<style=""accent-gn"">玩具終了</style>をクリックすると通常攻撃ボタンに戻る。"
玩具·幽灵玩具,玩具・ゴースト効果
"使用道具后获得幽灵效果。<br><style=""accent-gn"">点击退出玩具按钮</style>失去幽灵效果。","使用するとゴースト効果を獲得する。<br><style=""accent-gn"">玩具終了をクリックする</style>と、ゴースト効果は解除される。"
玩具·暗影粒子,玩具・シャドウ効果
"使用道具后获得暗影效果。<br><style=""accent-gn"">点击退出玩具按钮</style>失去暗影效果。","使用するとシャドウ効果を獲得する。<br><style=""accent-gn"">玩具終了をクリックする</style>と、シャドウ効果は解除される。"
玩具·漂浮泡泡,玩具・浮遊バブル
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为漂浮泡泡按钮。<br>点击按钮后将被泡泡包裹漂浮在空中，再次点击按钮停止。点击退出玩具按钮后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が浮遊バブルボタンに切り替わる。<br>ボタンをクリックするとバブルに包まれて空中を浮遊し、もう一度クリックすると停止する。玩具終了をクリックすると通常攻撃ボタンに戻る。"
玩具·可爱雕塑,玩具・可愛い彫像
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为变身雕像按钮。<br>点击按钮后将变身为一个可爱雕像，再次点击按钮退出雕像状态。点击退出玩具按钮后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が彫像変身ボタンに切り替わる。<br>ボタンをクリックすると可愛い彫像に変身し、もう一度クリックすると彫像状態は解除される。玩具終了をクリックすると通常攻撃ボタンに戻る。"
玩具·威武雕塑,玩具・猛々しい彫像
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为变身雕像按钮。<br>点击按钮后将变身为一个威武雕像，再次点击按钮退出雕像状态。点击退出玩具按钮后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が彫像変身ボタンに切り替わる。<br>ボタンをクリックすると勇ましい彫像に変身し、もう一度クリックすると彫像状態は解除される。玩具終了をクリックすると通常攻撃ボタンに戻る。"
玩具·风景画板,玩具・風景画板
"<style=""accent-gn"">使用道具后，在身前召唤一个风景画板。</style><br>可切换多张平原的风景画。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると、目の前に風景画を召喚する。</style><br>複数ある平原の風景画を切り替えられる。<br><style=""accent-gn"">召喚した玩具は10分間持続</style>"
玩具·黄色应援棒,玩具・黄色のサイリウム
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为挥舞应援棒按钮。<br>点击按钮后开始挥舞应援棒，再次点击按钮停止。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>を「応援棒使用ボタン」に変更する。<br>ボタンをクリックすると応援棒の使用を開始し、再クリックすると停止する。<style=""accent-gn"">玩具終了</style>をクリックすると通常攻撃ボタンに戻る。"
玩具·青色应援棒,玩具・水色のサイリウム
玩具·绿色应援棒,玩具・緑のサイリウム
玩具·紫色应援棒,玩具・紫のサイリウム
玩具·金色雕像,玩具・金の彫像
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为变身雕像按钮。<br>变成金色雕像后，周围冒险者可以凑上来沾沾欧气，让大家都变得金光闪闪！","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>を「彫像変身ボタン」に変更する。<br>金の彫像に変身すると周囲の冒険者が幸運にあやかろうと寄って来て、みんなも金ピカになる！"
玩具·银色雕像,玩具・銀の彫像
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为变身雕像按钮。<br>变成银色雕像后，周围冒险者可以凑上来沾沾欧气，让大家都变得银光闪闪！","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>を「彫像変身ボタン」に変更する。<br>銀の彫像に変身すると周囲の冒険者が幸運にあやかろうと寄って来て、みんなも銀ギラになる！"
玩具·手持礼花,玩具・手持ち花火
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为发射礼花按钮。<br>点击按钮后释放一次手持礼花。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>を「花火点火ボタン」に変更する。<br>ボタンをクリックすると手持ち花火に点火する。<style=""accent-gn"">玩具終了</style>をクリックすると通常攻撃ボタンに戻る。"
玩具·冰雪射线,玩具・フロストビーム
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为释放冰雪射线魔法。<br>释放后朝角色正前方发射冰雪射线，碰到的玩家将被施加冰冻状态。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>を「フロストビーム発動ボタン」に変更する。<br>発動するとキャラクターの真正面にフロストビームを発射し、命中したプレイヤーを氷結状態にする。<style=""accent-gn"">玩具終了</style>をクリックすると通常攻撃ボタンに戻る。"
玩具·可爱看书,玩具・かわいい読書
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为切换读书状态。<br>点击按钮后将开始读书，再次点击按钮退出读书状态。点击退出玩具按钮后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>を「読書ボタン」に変更する。<br>ボタンをクリックすると読書を開始し、再クリックすると読書を終了する。玩具終了をクリックすると通常攻撃ボタンに戻る。"
玩具·弹跳装置,玩具・ジャンプ装置
"<style=""accent-gn"">使用道具后，在身前召唤一个弹跳装置。</style><br>可将冒险者狠狠地蹦到天上去。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると、自身の前にジャンプ装置を召喚する。</style><br>それを使って高く跳べる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·陆游器,玩具・陸上遊泳装置
"<style=""accent-gn"">使用道具后，在身前召唤一个陆游器。</style><br>冒险者可在里面自由自在地游泳。<br><style=""accent-gn"">召唤的玩具持续10分钟。</style>","<style=""accent-gn"">使用すると、自身の前に陸泳器を召喚する。</style><br>冒険者はその中を自由自在に泳げる。<br><style=""accent-gn"">召喚した玩具は10分間持続。</style>"
玩具·小型光桥,玩具・小さな光の足場
"<style=""accent-gn"">使用道具后，在头顶召唤一个小型光桥。</style><br>冒险者可在光桥上自由玩耍。<br><style=""accent-gn"">召唤的玩具持续30分钟。</style>","<style=""accent-gn"">使用すると、頭上に小さな光の足場を召喚する。</style><br>光の足場の上では自由に遊べる。<br><style=""accent-gn"">召喚した玩具は30分間持続。</style>"
玩具·长板光桥,玩具・長い光の足場
"<style=""accent-gn"">使用道具后，在身前召唤一个长板光桥。</style><br>冒险者可在光桥上自由玩耍。<br><style=""accent-gn"">召唤的玩具持续30分钟。</style>","<style=""accent-gn"">使用すると、自身の前に長い光の足場を召喚する。</style><br>光の足場の上では自由に遊べる。<br><style=""accent-gn"">召喚した玩具は30分間持続。</style>"
玩具·恶作剧南瓜,玩具・いたずらパンプキン
"使用道具后会变成一个恶作剧南瓜。<br><style=""accent-gn"">点击退出玩具按钮</style>变回人形。<br><style=""accent-gn"">不能在副本里使用本道具。</style>","使用すると、いたずらパンプキンに変身する。<br><style=""accent-gn"">「玩具終了」をタップ</style>すると変身を解除する。<br><style=""accent-gn"">※ダンジョン内では使用できない。</style>"
玩具·“雪人召唤器”,玩具・「雪だるま召喚器」
"通过参加冰雪节主题活动获得。使用道具后变成一个雪人，<style=""accent-gn"">普通攻击按钮</style>替换为丢雪球技能，<style=""accent-gn"">特殊攻击按钮</style>替换为雪球滚滚技能。在娜宝讨伐战玩法中使用，可以给冰雪娜宝造成伤害。<br><style=""accent-gn"">点击退出玩具按钮</style>变回人形。<br><style=""accent-gn"">不能在副本里使用本道具。</style>","氷雪祭イベントに参加すると獲得できる。使用すると雪だるまに変身し、<style=""accent-gn"">通常攻撃ボタン</style>がスキル「雪玉投げ」に、<style=""accent-gn"">特殊攻撃ボタン</style>がスキル「雪玉転がし」に変わる。ナッポ討伐戦で使用すると、氷雪ナッポにダメージを与えられる。<br><style=""accent-gn"">「玩具終了」をタップ</style>すると元の姿に戻る。<br><style=""accent-gn"">※ダンジョン内では使用できない。</style>"
玩具·冰雪节幻形卡·一,玩具・氷雪イリュージョン・一
"通过参加冰雪节主题活动获得。使用道具后将变身为一个随机冰雪节装饰，<style=""accent-gn"">普通攻击按钮</style>替换为定身按钮。<br>点击按钮后自身将在当前位置静止，再次点击解除定身，<style=""accent-gn"">点击退出玩具按钮</style>变回人形。<br><style=""accent-gn"">不能在副本里使用本道具。</style>","氷雪祭イベントに参加すると獲得できる。使用すると氷雪祭の装飾にランダムに変身し、<style=""accent-gn"">通常攻撃ボタン</style>が静止ボタンに変わる。<br>ボタンをタップするとその場で静止し、再タップで静止が解除される。<style=""accent-gn"">「玩具終了」をタップ</style>すると元の姿に戻る。<style=""accent-gn"">※ダンジョン内では使用できない。</style>"
玩具·冰雪节幻形卡·二,玩具・氷雪イリュージョン・二
玩具·满贯变身·即兴,玩具・満貫変身-即興
"使用道具后会变成一款随机的满贯麻将。<br><style=""accent-gn"">点击退出玩具按钮</style>变回人形。<br><style=""accent-gn"">不能在副本里使用本道具。</style>","使用すると、ランダムな満貫麻雀に変身する。<br><style=""accent-gn"">「玩具終了」をタップ</style>すると変身を解除する。<br><style=""accent-gn"">※ダンジョン内では使用できない。</style>"
玩具·金币发射器,玩具・コインランチャー
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为金币发射按钮。<br>点击按钮后发射金币，攻击召唤的金币本体多次可以将金币变大，金币消散后会给召唤者增加周身金币效果。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が「コインランチャーボタン」に切り替わる。<br>ボタンをタップするとコインを発射し、召喚されたコイン本体を複数回攻撃するとコインが大型化する。コインが消失すると召喚者にコインオーラ効果を付与する。<style=""accent-gn"">玩具終了</style>をタップすると通常攻撃ボタンに戻る。"
玩具·烟花冲天炮,玩具・ロケット花火
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为烟花发射按钮。<br>点击按钮后开始升空，<style=""accent-gn"">特殊攻击按钮</style>替换为烟花爆炸按钮。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が「花火発射ボタン」に切り替わる。<br>ボタンをタップすると上昇し、<style=""accent-gn"">特殊攻撃ボタン</style>が花火爆発ボタンに切り替わる。<style=""accent-gn"">玩具終了</style>をタップすると通常攻撃ボタンに戻る。"
玩具·爱心射线,玩具・ラブビーム
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为爱心射线按钮。<br>点击按钮会发射魅惑射线，使用五次爱心射线技能后退出玩具。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が「ラブビームボタン」に切り替わる。<br>ボタンをタップすると魅惑ビームを発射し、ラブビームスキルを5回使用すると玩具状態が終了する。<style=""accent-gn"">玩具終了</style>をタップすると通常攻撃ボタンに戻る。"
玩具·爱意满满,玩具・愛情満点
"使用道具后，<style=""accent-gn"">普通攻击按钮</style>替换为爱意满满按钮。<br>点击按钮后自己会充满爱意。点击<style=""accent-gn"">退出玩具按钮</style>后将普通攻击按钮还原。","使用すると、<style=""accent-gn"">通常攻撃ボタン</style>が「愛情満点ボタン」に切り替わる。<br>ボタンをタップすると自分が愛で満たされる。<style=""accent-gn"">玩具終了</style>をタップすると通常攻撃ボタンに戻る。"
奏响吧！咚咚小伊·其一,轟け！ドンドンイー・其の一
"使用道具后会变成一款鼓乐小伊。<br><style=""accent-gn"">点击退出玩具按钮</style>变回人形。<br><style=""accent-gn"">不能在副本里使用本道具。</style>","使用すると、鼓笛隊のイーに変身する。<br><style=""accent-gn"">「玩具終了」をタップ</style>すると変身を解除する。<br><style=""accent-gn"">※ダンジョン内では使用できない。</style>"
奏响吧！咚咚小伊·其二,轟け！ドンドンイー・其の二
奏响吧！咚咚小伊·其三,轟け！ドンドンイー・其の三
奏响吧！咚咚小伊·其四,轟け！ドンドンイー・其の四
奏响吧！咚咚小伊·其五,轟け！ドンドンイー・其の五
奏响吧！咚咚小伊·其六,轟け！ドンドンイー・其の六
未定之形,未定の形
使用后能够在沉梦林谷中为自身添加“未定之形”，从而从“织梦者晶簇”中获取额外力量。<br>需在特定场景“沉梦林谷”中使用,使用すると、夢沈みの森谷で自身に「未定の形」を付与し、「夢紡ぎの晶洞石」から追加の力を得ることができる。<br>特定エリア「夢沈みの森谷」で使用する必要がある
清醒滴露,覚醒の滴
使用后能够小幅降低沉梦林谷中沉梦值的积累速度。<br>需在特定场景“沉梦林谷”中使用,使用すると、夢沈みの森谷での沈夢値の蓄積速度を小幅に低下させることができる。<br>特定エリア「夢沈みの森谷」でのみ使用可能。
心智壁垒,心智の防壁
使用后能一定程度上降低沉梦林谷中沉梦值的积累速度。<br>需在特定场景“沉梦林谷”中使用,使用すると、夢沈みの森谷での沈夢値の蓄積速度をある程度低下させることができる。<br>特定エリア「夢沈みの森谷」で使用する必要がある
破妄灵药,破幻の霊薬
使用后能显著降低沉梦林谷中沉梦值的积累速度。<br>需在特定场景“沉梦林谷”中使用,使用すると、夢沈みの森谷での沈夢値の蓄積速度を著しく低下させることができる。<br>特定エリア「夢沈みの森谷」で使用する必要がある
心象之匙·其一,心象の鍵・その一
使用后能够打开沉梦林谷·简单中隐藏区域的通路。<br>需在特定场景“沉梦林谷·简单”中使用，且为一次性消耗品，退出幻境后通路将关闭。,使用すると、夢沈みの森谷・イージーの隠しエリアへの通路を開くことができる。<br>特定エリア「夢沈みの森谷・イージー」でのみ使用可能。効果は1回限り。夢世界を退出すると通路は閉じる。
心象之匙·其二,心象の鍵・その二
使用后能够打开沉梦林谷·困难中隐藏区域的通路。<br>需在特定场景“沉梦林谷·困难”中使用，且为一次性消耗品，退出幻境后通路将关闭。,使用すると、夢沈みの森谷・ハードの隠しエリアへの通路を開くことができる。<br>特定エリア「夢沈みの森谷・ハード」でのみ使用可能。効果は1回限り。夢世界を退出すると通路は閉じる。
心象之匙·其三,心象の鍵・その三
使用后能够打开沉梦林谷·噩梦中隐藏区域的通路。<br>需在特定场景“沉梦林谷·噩梦”中使用，且为一次性消耗品，退出幻境后通路将关闭。,使用すると、夢沈みの森谷・ナイトメアの隠しエリアへの通路を開くことができる。<br>特定エリア「夢沈みの森谷・ナイトメア」でのみ使用可能。効果は1回限り。夢世界を退出すると通路は閉じる。
醒神熏香,目覚めの香
使用后能够立即小幅降低沉梦林谷中累积的沉梦值。<br>需在特定场景“沉梦林谷”中使用。使用熏香之后将会有300秒的冷却时间。,使用後、夢沈みの森谷で蓄積された沈夢値を即座に小幅減少させる。<br>特定エリア「夢沈みの森谷」でのみ使用可能。使用後はリキャスト300秒。
雾月熏香,霧月の香
使用后能够立即一定程度降低沉梦林谷中累积的沉梦值。<br>需在特定场景“沉梦林谷”中使用。使用熏香之后将会有300秒的冷却时间。,使用後、夢沈みの森谷で蓄積された沈夢値を即座に一定程度減少させる。<br>特定エリア「夢沈みの森谷」でのみ使用可能。使用後はリキャスト300秒。
净蚀熏香,浄化の香
使用后能够立即大幅降低沉梦林谷中累积的沉梦值。<br>需在特定场景“沉梦林谷”中使用。使用熏香之后将会有300秒的冷却时间。,使用後、夢沈みの森谷で蓄積された沈夢値を即座に大幅減少させる。<br>特定エリア「夢沈みの森谷」でのみ使用可能。使用後はリキャスト300秒。
回复药瓶,回復薬の瓶
冒险者出门必备战斗药品，使用后可以恢复生命值，冷却时间30秒。<br>击败怪物或者从主城威尔处兑换获得。,冒険者の外出時には欠かせない戦闘用の薬品。使用するとHPを回復できる。リキャスト30秒。<br>入手方法はモンスターを倒すか、中心街のウィルのところで交換する。
奖池2S赏兑换券,ガシャ2S賞交換券
奖池2A赏兑换券,ガシャ2A賞交換券
臂章供能零件,エンブレムパワーパーツ
开拓局为表彰当前赛季表现优异的冒险者，在其头衔晋升时赠送的供能零件。可分配给臂章的核心节点，从而提升臂章核心节点的效果。<br>使用当前赛季积分可在赛季积分商店中兑换更多。,開拓局がそのシーズンで活躍した冒険者を表彰し、階級昇進時に贈呈するパワーパーツ。エンブレムのコアにセットするとコアの効果をアップできる。<br>シーズンポイントはシーズンストアでアイテムと交換できる。
生活职业专精点,クラフトクラス熟練ポイント
用于提升所有生活职业的专精等级，解锁新的职业配方，提高职业生产效率。每个赛季获得的专精点会有上限。,すべてのクラフトクラスの熟練ポイントレベルを上げ、新しいクラスレシピを解放し、クラスの生産効率を上げるために使用する。各シーズンで獲得できる熟練ポイントには上限がある。
植生学职业经验,植生学クラスEXP
"植生学职业在工作时所获得的灵感和经验，日积月累，可提升植生学等级，逐步掌握其各项技能。<br>每日采集时，有一定概率会获得<style=""accent-gn"">额外</style>经验产出。","植生学クラスが作業時に獲得するEXPを貯めると、植生学レベルを上げ、それに伴って各種スキルを習得できる。<br>毎日の採取で一定確率で<style=""accent-gn"">追加</style>EXPを獲得できる。"
植生学职业专精点,植生学クラスEXポイント
用于提升植生学的专精等级，提高该职业在工作中的生产效率。,植生学のマスタリーレベルと、このクラスの作業中の生産効率を上げるのに用いる。
矿物学职业经验,鉱物学クラスEXP
"矿物学职业在工作时所获得的灵感和经验，日积月累，可提升矿物学等级，逐步掌握其各项技能。<br>每日采集时，有一定概率会获得<style=""accent-gn"">额外</style>经验产出。","鉱物学クラスが作業時に獲得するEXPを貯めると、鉱物学レベルを上げ、それに伴って各種スキルを習得できる。<br>毎日の採取で一定確率で<style=""accent-gn"">追加</style>EXPを獲得できる。"
矿物学职业专精点,鉱物学クラスEXポイント
用于提升矿物学的专精等级，提高该职业在工作中的生产效率。,鉱物学のマスタリーレベルと、このクラスの作業中の生産効率を上げるのに用いる。
晶石学职业经验,結晶学クラスEXP
"晶石学职业在工作时所获得的灵感和经验，日积月累，可提升晶石学等级，逐步掌握其各项技能。<br>每日采集时，有一定概率会获得<style=""accent-gn"">额外</style>经验产出。","結晶学クラスが作業時に獲得するEXPを貯めると、結晶学レベルを上げ、それに伴って各種スキルを習得できる。<br>毎日の採取で一定確率で<style=""accent-gn"">追加</style>EXPを獲得できる。"
晶石学职业专精点,結晶学クラスEXポイント
用于提升晶石学的专精等级，提高该职业在工作中的生产效率。,結晶学のマスタリーレベルと、このクラスの作業中の生産効率を上げるのに用いる。
烹饪职业经验,料理クラスEXP
烹饪职业在工作时所获得的灵感和经验，日积月累，可提升烹饪等级，逐步掌握其各项技能。,"料理クラスが作業時に獲得するEXPを貯めると、料理レベルを上げ、それに伴って各種スキルを習得できる。<br>毎日の採取で一定確率で<style=""accent-gn"">追加</style>EXPを獲得できる。"
烹饪职业专精点,料理クラスEXポイント
用于提升烹饪的专精等级，提高该职业在工作中的生产效率。,料理のマスタリーレベルと、このクラスの作業中の生産効率を上げるのに用いる。
炼金职业经验,錬金クラスEXP
炼金职业在工作时所获得的灵感和经验，日积月累，可提升炼金等级，逐步掌握其各项技能。,"錬金クラスが作業時に獲得するEXPを貯めると、錬金レベルを上げ、それに伴って各種スキルを習得できる。<br>毎日の採取で一定確率で<style=""accent-gn"">追加</style>EXPを獲得できる。"
炼金职业专精点,錬金クラスEXポイント
用于提升炼金的专精等级，提高该职业在工作中的生产效率。,錬金のマスタリーレベルと、このクラスの作業中の生産効率を上げるのに用いる。
铸造职业经验,鍛造クラスEXP
